region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,min_payment_within_5_years_of_chargeoff
southeast,0,Dormant Judgment,758.94,1,1,1,916.97,1,548.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2054.37,1,1,1,2192.74,1,396.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,12895.98,1,0,1,12695.98,1,604.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,5773.64,1,1,1,5773.64,1,537.0,1,1,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,8984.24,1,1,1,8984.24,1,694.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,7279.9,1,1,1,5751.26,1,790.0,1,0,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,8264.11,1,1,1,8264.11,1,595.0,1,1,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,2973.3,1,1,1,3094.3,1,523.0,1,0,0,0,0,0,1,1,1
southwest,0,Dormant Judgment,12380.08,1,1,1,12781.88,1,917.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,7813.84,1,1,1,8152.34,1,889.0,1,1,0,1,0,0,1,1,1
southwest,1,Dormant Judgment,7629.8,1,1,1,7629.8,1,594.0,1,0,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,12464.55,1,1,1,12866.35,1,820.0,1,0,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,1220.46,1,1,1,1355.46,1,1298.0,1,0,0,0,0,0,0,0,0
northeast,1,Dormant Judgment,1122.81,1,0,1,1647.81,1,786.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,1319.22,1,1,1,1455.22,1,620.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,757.2,1,0,1,757.2,1,335.0,1,1,1,0,1,0,0,1,1
northeast,1,Dormant Judgment,,0,1,1,9420.03,1,1393.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,1334.55,1,1281.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,,0,1,1,4840.51,1,1068.0,1,1,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,802.42,1,1,1,1037.42,1,904.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,0,1,1189.27,1,1329.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,,0,1,1,6080.08,1,1574.0,1,1,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,7353.02,1,0,1,7668.2,1,151.0,1,1,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,,0,0,1,5734.53,1,798.0,1,0,0,0,0,0,1,1,0
west,1,Dormant Judgment,11456.75,1,1,1,11916.75,1,911.0,0,1,1,0,1,0,0,1,1
west,1,Dormant Judgment,5689.88,1,1,1,6004.88,1,752.0,0,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,19161.09,1,1,1,19343.91,1,637.0,1,0,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,3137.91,1,1,1,3471.9,1,1293.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,8923.2,1,1354.0,1,1,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,4682.06,1,1,1,6180.94,1,1380.0,0,1,1,1,0,0,1,1,1
west,1,Dormant Judgment,5725.72,1,1,1,6060.72,1,752.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,1610.75,1,0,1,1610.75,1,119.0,0,1,1,0,1,0,1,0,1
southwest,1,Dormant Judgment,6060.38,1,0,1,7060.38,1,1367.0,1,0,0,0,0,0,1,0,0
midwest,1,Dormant Judgment,4788.24,1,0,1,4788.24,1,562.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,5658.24,1,1,1,5952.74,1,1697.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,773.8,1,1,1,1298.8,1,1100.0,1,1,1,0,1,0,1,1,1
southeast,1,Dormant Judgment,,0,1,1,906.5,1,28.0,1,1,1,0,0,1,1,0,0
southeast,1,Dormant Judgment,,0,1,1,2620.99,1,52.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3347.57,1,375.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,,0,1,1,1288.93,1,17.0,1,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,,0,0,1,1074.96,1,19.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,1045.78,1,1,1,1183.78,1,1960.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,2274.52,1,1,1,2550.52,1,966.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,2977.32,1,1,1,3216.32,1,1069.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,563.41,1,1,1,702.26,1,1565.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,606.98,1,1,1,682.4,1,1089.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,1365.04,1,1,1,1420.04,1,393.0,1,0,0,0,0,0,0,1,1
west,1,Dormant Judgment,8535.58,1,1,1,9527.71,1,1501.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,2306.94,1,1,1,2401.94,1,506.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,9410.71,1,1,1,9410.71,1,576.0,0,1,1,0,0,1,1,1,0
west,1,Dormant Judgment,4227.01,1,0,0,2605.0,1,228.0,0,1,1,0,0,1,1,1,0
west,1,Dormant Judgment,8780.93,1,1,1,9099.43,1,739.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,7814.11,1,1,1,7814.11,1,1516.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,5720.05,1,1,1,6017.05,1,307.0,0,1,1,0,0,0,1,1,0
southwest,0,Dormant Judgment,2262.55,1,1,1,2262.55,1,568.0,1,0,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,813.48,1,1,1,906.98,1,1038.0,1,0,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,1049.44,1,1,1,1188.53,1,851.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,13218.59,1,1,1,12336.32,1,1367.0,1,1,1,0,1,0,1,1,0
southeast,1,Suit,2366.18,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,13826.99,1,1,1,10105.43,1,884.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,3362.39,1,1,1,3887.39,1,1058.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,702.54,1,1,1,836.04,1,782.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,16168.54,1,1,1,8580.87,1,1143.0,1,0,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,593.19,1,1,1,671.85,1,1731.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,867.62,1,1241.0,0,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,748.47,1,1,1,748.47,1,1358.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,17801.0,1,1,1,9398.01,1,1579.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,653.64,1,1,1,783.47,1,1242.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,3162.72,1,1,1,3291.22,1,1030.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,13358.2,1,1,1,13409.15,1,1090.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1657.0,1,1128.0,1,0,1,0,0,0,1,0,0
southwest,1,Dormant Judgment,2213.13,1,1,1,2341.63,1,1041.0,1,1,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,4380.19,1,0,1,4380.19,1,913.0,1,0,1,0,0,0,0,1,1
southeast,1,Dormant Judgment,595.83,1,1,1,681.16,1,647.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,19470.29,1,1,1,22886.37,1,366.0,1,1,1,1,0,0,1,0,0
midwest,1,Dormant Judgment,2656.59,1,1,1,4161.18,1,417.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,1638.12,1,1,1,1932.62,1,1069.0,0,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,3097.91,1,1,1,3097.91,1,937.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,16265.14,1,1,1,2233.05,1,1206.0,1,0,0,0,0,0,0,1,0
northeast,0,Dormant Judgment,1035.24,1,1,1,1127.94,1,530.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1405.11,1,0,0,1405.11,1,1216.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,15478.32,1,1,1,15828.32,1,837.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,7394.77,1,1,1,7542.77,1,977.0,1,1,1,0,0,1,1,1,0
west,1,Dormant Judgment,7540.75,1,0,1,7860.75,1,2022.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,17243.45,1,1,1,8988.48,1,1279.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,13698.96,1,1,1,13103.92,1,1199.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2284.38,1,1,1,2414.88,1,1002.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,5853.98,1,1,1,5982.48,1,733.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3026.57,1,807.0,0,1,1,0,0,0,0,1,0
southwest,0,Dormant Judgment,3331.43,1,1,1,3466.4,1,1262.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,1823.41,1,1,1,2064.39,1,849.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,5351.0,1,1,1,2651.0,1,1194.0,1,0,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,843.14,1,1,1,1216.59,1,378.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,3352.03,1,1,1,3704.54,1,1106.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,2156.79,1,1,1,2309.22,1,1092.0,1,0,0,0,0,0,0,1,1
northeast,1,Dormant Judgment,540.77,1,1,1,1065.77,1,1076.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,3334.67,1,1,1,3483.17,1,736.0,1,1,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,1040.21,1,1,1,1040.21,1,1354.0,0,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,1062.65,1,1,1,892.48,1,1022.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,13324.94,1,1,1,5910.47,1,945.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2187.31,1,1,1,2479.45,1,536.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,6725.69,1,1,1,7041.39,1,1078.0,0,1,1,0,0,0,1,1,1
northeast,1,Dormant Judgment,10565.79,1,1,1,11094.27,1,1077.0,1,0,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,14217.32,1,0,1,14369.95,1,810.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,4575.16,1,1,1,4965.16,1,1710.0,1,1,1,0,0,0,1,1,1
northeast,1,Dormant Judgment,4698.31,1,1,1,5348.54,1,776.0,0,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,2444.25,1,1,1,2681.25,1,1605.0,1,1,1,0,0,0,1,1,0
southeast,0,Dormant Judgment,5266.16,1,1,1,5678.05,1,1345.0,1,1,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,7083.76,1,1,1,7412.61,1,1321.0,0,1,0,0,0,0,1,1,1
west,0,Dormant Judgment,14571.08,1,1,1,15978.21,1,85.0,1,1,1,0,0,0,1,0,1
southeast,1,Dormant Judgment,22551.72,1,1,1,22963.9,1,162.0,1,1,1,1,0,0,1,1,1
southeast,1,Dormant Judgment,11748.13,1,1,1,11748.18,1,1090.0,0,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,14551.9,1,1,1,14551.9,1,712.0,1,0,0,0,0,0,1,1,1
midwest,1,Dormant Judgment,6557.96,1,0,1,6557.96,1,693.0,1,1,1,0,1,0,1,0,0
midwest,1,Dormant Judgment,10434.18,1,1,1,10678.49,1,945.0,1,0,1,0,0,0,0,1,1
northeast,1,Dormant Judgment,4116.4,1,1,1,4654.9,1,862.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,7379.9,1,1,1,7379.9,1,834.0,1,0,0,0,0,0,1,1,1
west,1,Dormant Judgment,15809.84,1,1,1,16256.27,1,1303.0,1,0,1,0,0,0,0,1,1
southwest,1,Dormant Judgment,9048.95,1,1,1,9048.95,1,865.0,1,0,0,0,0,0,0,0,1
west,1,Dormant Judgment,9431.35,1,1,1,9781.35,1,1090.0,1,1,1,0,1,0,1,1,1
northeast,1,Dormant Judgment,6499.94,1,1,1,6800.94,1,856.0,1,1,1,1,0,0,1,1,1
southeast,1,Dormant Judgment,8391.93,1,1,1,8496.93,1,752.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,8538.68,1,1,1,8538.68,1,170.0,1,1,0,0,0,0,1,0,1
southwest,1,Dormant Judgment,13467.8,1,0,1,13769.94,1,731.0,1,1,1,0,0,0,1,0,1
midwest,1,Dormant Judgment,10344.92,1,1,1,10692.12,1,1315.0,1,0,1,0,0,0,0,0,1
midwest,0,Dormant Judgment,12184.49,1,0,1,12075.36,1,703.0,1,0,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,5852.62,1,1,1,5852.62,1,800.0,1,0,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,11767.89,1,1,1,11767.89,1,923.0,1,0,0,0,0,0,0,1,0
southwest,0,Dormant Judgment,7602.03,1,1,1,7602.03,1,537.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,23526.64,1,1,1,23526.64,1,1006.0,1,0,0,0,0,0,1,1,0
northeast,1,Dormant Judgment,17639.09,1,1,1,16532.09,1,479.0,1,0,0,0,0,0,0,0,1
northeast,1,Dormant Judgment,18146.25,1,1,1,19798.75,1,443.0,1,0,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,20273.81,1,1,1,20273.81,1,87.0,1,1,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,11870.01,1,1,1,11870.01,1,737.0,1,0,0,0,0,0,1,1,1
southwest,0,Dormant Judgment,15506.9,1,1,1,10980.22,1,861.0,1,0,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,15669.94,1,1,1,15669.94,1,892.0,1,0,0,0,0,0,1,1,1
midwest,1,Dormant Judgment,5967.3,1,0,1,6090.3,1,564.0,1,1,1,1,0,0,1,1,1
southwest,1,Dormant Judgment,18831.7,1,1,1,19319.99,1,642.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,15939.35,1,1,1,15939.35,1,511.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,8308.61,1,1,1,8308.61,1,436.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,9469.79,1,1,1,9469.79,1,609.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,11683.87,1,1,1,11683.87,1,534.0,1,0,0,0,0,0,1,1,1
northeast,1,Dormant Judgment,5351.53,1,1,1,5612.53,1,734.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,10974.89,1,1,1,10974.89,1,776.0,1,0,0,0,0,0,0,0,0
southwest,0,Dormant Judgment,17547.0,1,1,1,9061.31,1,795.0,1,0,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,9249.42,1,1,1,9249.42,1,385.0,1,0,0,0,0,0,1,0,1
southwest,1,Dormant Judgment,10675.44,1,1,1,10675.44,1,659.0,1,0,0,0,0,0,0,1,1
southwest,1,Dormant Judgment,8251.38,1,1,1,8251.38,1,682.0,1,0,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,14671.64,1,1,1,14671.64,1,579.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,16851.75,1,1,1,16851.75,1,763.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,9358.05,1,1,1,9358.05,1,600.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,18390.5,1,1,1,18390.5,1,569.0,1,0,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,20082.27,1,1,1,20082.27,1,525.0,1,0,0,0,0,0,1,1,0
northeast,1,Dormant Judgment,4676.05,1,1,1,4857.8,1,646.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,14625.61,1,1,1,14625.61,1,596.0,1,0,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,12494.0,1,1,1,9541.8,1,1302.0,1,0,0,0,0,0,0,0,1
northeast,1,Dormant Judgment,14359.48,1,1,1,14899.48,1,698.0,1,0,1,0,0,0,0,1,1
midwest,0,Dormant Judgment,4205.74,1,0,1,4134.43,1,710.0,1,0,1,0,0,0,0,1,1
southwest,1,Dormant Judgment,,0,1,1,13999.57,1,833.0,1,1,0,0,0,0,1,1,1
southwest,1,Dormant Judgment,710.46,1,1,1,1042.21,1,1385.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,1321.54,1,1,1,1452.54,1,1216.0,1,0,0,0,0,0,0,1,0
southwest,0,Dormant Judgment,1144.92,1,1,1,1144.92,1,1210.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,3092.15,1,1,1,3381.29,1,1021.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,951.87,1,1,1,1049.68,1,769.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2612.24,1,1,1,2750.24,1,1292.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,10080.3,1,1,1,10443.8,1,1833.0,0,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,5912.79,1,1,1,6045.39,1,824.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,899.15,1,1,1,1055.15,1,392.0,1,0,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,950.6,1,1,1,1264.74,1,825.0,0,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,1308.19,1,1,1,1308.19,1,757.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,2542.79,1,1,1,2722.79,1,800.0,1,0,1,0,0,0,0,1,0
midwest,0,Dormant Judgment,13521.87,1,1,1,9642.87,1,1827.0,0,1,1,0,0,0,0,0,1
midwest,1,Dormant Judgment,4039.47,1,0,1,4174.47,1,902.0,0,1,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,8256.41,1,1,1,8256.41,1,1697.0,1,1,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,1949.3,1,1,1,1792.3,1,1918.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,1991.85,1,1,1,2120.35,1,1283.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2440.54,1,1,1,2309.04,1,1198.0,1,0,0,0,0,0,0,0,0
southeast,1,Dormant Judgment,1918.78,1,1,1,2064.43,1,433.0,1,0,1,0,0,0,1,0,1
west,1,Dormant Judgment,5779.1,1,1,1,5779.1,1,1186.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3697.89,1,1,1,3974.89,1,1126.0,1,1,1,0,1,0,1,0,0
southwest,1,Dormant Judgment,10349.23,1,1,1,10349.23,1,401.0,0,1,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,15592.43,1,1,1,14682.43,1,68.0,1,0,0,0,0,0,0,0,1
midwest,1,Dormant Judgment,8245.38,1,0,0,,0,507.0,0,1,1,1,0,0,0,0,0
southeast,1,Suit,13411.87,1,0,0,,0,,0,1,1,0,0,0,0,0,0
southeast,1,Suit,14492.27,1,0,0,,0,,0,1,1,0,1,0,0,0,1
midwest,1,Dormant Judgment,26454.94,1,1,1,26701.55,1,541.0,0,1,1,1,0,0,0,0,1
midwest,1,Dormant Judgment,5843.83,1,1,1,5346.11,1,948.0,0,1,1,1,0,0,0,0,1
hi_ak,1,Suit,11423.42,1,0,0,,0,,0,1,1,0,0,0,0,0,1
midwest,1,Dormant Judgment,8278.65,1,0,1,8416.65,1,894.0,0,1,1,1,0,0,0,0,1
midwest,1,Dormant Judgment,10427.38,1,1,1,10628.93,1,411.0,0,1,1,1,0,0,0,0,0
southeast,1,Dormant Judgment,767.18,1,1,1,873.31,1,751.0,0,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,7641.69,1,1976.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,6798.62,1,1,1,2600.0,1,56.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,9393.99,1,1,1,3821.93,1,1025.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,649.99,1,1,1,775.99,1,659.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,705.57,1,1,1,890.07,1,867.0,1,0,0,0,0,0,1,1,0
southwest,1,Dormant Judgment,996.3,1,1,1,1127.3,1,1304.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2484.07,1,1,1,2786.21,1,814.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1467.45,1,1,1,1454.86,1,55.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3517.43,1,1,1,2605.0,1,39.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3637.23,1,1,1,2000.0,1,95.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,2206.13,1,0,0,2119.99,1,59.0,0,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,4276.87,1,1,1,1438.88,1,67.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,602.11,1,1,1,970.8,1,21.0,1,0,0,0,0,0,1,0,0
southwest,1,Dormant Judgment,857.22,1,1,1,1222.03,1,19.0,1,0,0,0,0,0,1,0,0
west,1,Dormant Judgment,744.99,1,1,1,643.01,1,226.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,5003.69,1,0,0,2590.0,1,38.0,0,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,5530.37,1,1,1,2610.0,1,74.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,2762.1,1,1,1,2605.0,1,63.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,2002.3,1,1,1,1829.66,1,293.0,1,1,1,1,0,0,1,1,0
southwest,1,Dormant Judgment,1277.33,1,0,0,1326.94,1,564.0,0,0,0,0,0,0,0,0,0
west,1,Dormant Judgment,6197.68,1,1,1,2600.0,1,56.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,6442.74,1,1,1,2650.0,1,22.0,0,1,1,0,0,0,1,0,0
southwest,1,Dormant Judgment,1383.89,1,1,1,1333.69,1,6.0,1,0,0,0,0,0,1,0,0
west,1,Dormant Judgment,772.87,1,1,1,754.0,1,82.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,5129.72,1,1,1,2650.0,1,79.0,1,1,1,0,0,0,1,1,1
west,1,Dormant Judgment,2159.46,1,1,1,1965.16,1,24.0,0,1,1,0,1,0,1,0,0
west,1,Dormant Judgment,1163.33,1,1,1,1118.85,1,25.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,1092.72,1,1,1,1191.39,1,97.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,1993.33,1,1,1,2024.3,1,35.0,1,1,1,0,0,0,1,0,0
southwest,1,Dormant Judgment,1632.8,1,1,1,1758.8,1,1129.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,5949.47,1,1,1,6327.97,1,1084.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,731.14,1,1439.0,1,0,1,1,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,1121.05,1,1844.0,0,1,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,4403.45,1,1859.0,1,1,1,0,0,1,1,0,0
northeast,1,Dormant Judgment,,0,1,1,2571.0,1,1792.0,0,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,0,1,2480.29,1,592.0,0,1,1,0,1,0,1,0,1
southwest,1,Dormant Judgment,2100.0,1,1,1,2599.14,1,450.0,1,1,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,2506.89,1,1,1,2340.89,1,1342.0,1,0,1,0,0,0,0,1,1
midwest,1,Dormant Judgment,2280.47,1,1,1,2280.47,1,793.0,0,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,16709.44,1,1,1,17124.44,1,1223.0,1,1,1,1,1,0,1,1,0
west,1,Dormant Judgment,1028.88,1,1,1,1543.88,1,1505.0,0,1,1,1,1,0,1,1,0
southeast,1,Dormant Judgment,1767.12,1,1,1,1880.44,1,1160.0,1,0,1,0,0,0,0,1,1
southwest,1,Dormant Judgment,17104.6,1,1,1,16495.99,1,916.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,21330.77,1,1,1,19952.09,1,1694.0,1,0,1,0,0,0,1,1,1
midwest,1,Dormant Judgment,1181.01,1,0,1,1272.01,1,756.0,0,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,1065.5,1,1,1,1222.07,1,360.0,1,1,1,0,0,0,1,0,0
southwest,1,Dormant Judgment,,0,1,1,2948.29,1,169.0,1,0,0,0,0,0,0,1,0
southwest,0,Dormant Judgment,,0,1,1,3884.41,1,292.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,3944.88,1,201.0,1,0,0,0,0,0,1,1,0
midwest,1,Dormant Judgment,1722.0,1,1,1,1868.57,1,636.0,0,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,8964.18,1,1,1,9303.36,1,765.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,4068.55,1,1,1,4197.05,1,835.0,1,0,0,0,0,0,1,1,0
southeast,1,Dormant Judgment,2018.39,1,1,1,2276.89,1,772.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,1184.37,1,1,1,1313.87,1,1102.0,1,0,0,0,0,0,1,1,0
midwest,1,Dormant Judgment,1545.16,1,1,1,995.16,1,1357.0,1,0,1,0,1,0,1,1,1
southwest,1,Dormant Judgment,1044.5,1,1,1,1173.0,1,1435.0,1,1,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,1626.66,1,1,1,1626.66,1,1824.0,1,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,2256.94,1,1,1,2256.94,1,1430.0,0,1,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,1224.84,1,1,1,1616.01,1,1219.0,1,0,0,0,0,0,1,1,0
west,1,Dormant Judgment,3882.13,1,1,1,4138.13,1,672.0,0,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,2132.15,1,1,1,2288.15,1,1151.0,1,0,1,0,0,0,0,1,0
southwest,0,Dormant Judgment,4775.89,1,1,1,4989.77,1,727.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,14453.75,1,1,1,8359.59,1,1173.0,1,0,0,0,0,0,1,1,0
southwest,0,Dormant Judgment,16358.72,1,1,1,8989.46,1,1183.0,1,0,0,0,0,0,0,1,0
