region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,min_payment_within_5_years_of_chargeoff
west,1,Dormant Judgment,,0,1,1,1815.8,1,1067.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,2425.18,1,1,1,2556.27,1,573.0,1,1,1,0,1,0,1,0,1
southwest,1,Dormant Judgment,3568.71,1,1,1,4224.72,1,751.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,4611.68,1,1,1,4850.82,1,1695.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,1088.29,1,1,1,1418.29,1,765.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,2347.24,1,1,1,2523.24,1,373.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,12184.07,1,1,1,10637.18,1,706.0,1,1,1,1,0,0,1,1,0
southwest,1,Dormant Judgment,2619.14,1,1,1,2783.14,1,876.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,1855.09,1,1,1,1935.09,1,953.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,8023.06,1,1,1,8177.06,1,670.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,1506.35,1,1,1,1566.35,1,471.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,1796.06,1,1,1,1796.06,1,482.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,1955.14,1,1,1,2066.24,1,416.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,1395.96,1,1,1,1395.96,1,1304.0,1,1,1,1,1,0,1,1,0
west,1,Dormant Judgment,2364.4,1,1,1,2642.7,1,662.0,1,0,1,0,0,0,0,0,1
west,1,Dormant Judgment,3728.55,1,1,1,3962.55,1,826.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,1666.19,1,1,1,1934.44,1,1077.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,760.69,1,1,1,1137.9,1,2274.0,1,0,0,0,0,0,1,1,0
southeast,0,Dormant Judgment,1786.08,1,1,1,1590.08,1,898.0,0,0,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,20790.33,1,1,1,15344.35,1,927.0,1,0,0,0,0,0,1,1,0
midwest,1,Dormant Judgment,1683.9,1,1,1,1901.85,1,1592.0,1,0,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,1261.5,1,1,1,1229.79,1,1232.0,1,0,1,0,0,0,0,1,1
southeast,1,Dormant Judgment,772.83,1,1,1,841.61,1,1128.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1265.94,1,0,1,1265.94,1,528.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,1322.05,1,1,1,1402.49,1,1663.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1150.88,1,1,1,1258.38,1,416.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,4406.45,1,1,1,4591.58,1,396.0,1,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,3721.12,1,0,1,3721.12,1,368.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2695.91,1,1,1,2913.91,1,1268.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1853.1,1,1,1,2086.1,1,728.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,2377.89,1,1,1,2506.89,1,772.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,2472.73,1,1,1,2836.98,1,466.0,1,0,0,0,0,0,0,1,0
west,1,Dormant Judgment,15210.77,1,1,1,15640.77,1,1108.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1304.95,1,1,1,1304.95,1,1121.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2125.65,1,1,1,2353.65,1,1817.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,802.2,1,1,1,802.2,1,590.0,1,0,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,1047.75,1,0,1,1145.75,1,726.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1853.93,1,1,1,1910.93,1,587.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,4752.69,1,1,1,4993.69,1,533.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,6211.51,1,1,1,6496.51,1,786.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1593.27,1,1,1,1787.27,1,409.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2500.33,1,1,1,2741.33,1,974.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1492.53,1,1,1,1587.53,1,474.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,735.24,1,1,1,796.44,1,889.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1788.51,1,1,1,2023.51,1,638.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1242.56,1,1,1,1443.56,1,791.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1164.46,1,1,1,1394.46,1,1004.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2382.87,1,1,1,2623.87,1,867.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,1902.53,1,1,1,2143.53,1,1002.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2787.76,1,1,1,3058.76,1,773.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,7975.91,1,1,1,8297.91,1,669.0,1,1,1,0,0,1,0,1,0
west,1,Dormant Judgment,2776.98,1,1,1,3101.48,1,818.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,3136.88,1,1,1,3296.62,1,1576.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,1266.74,1,1,1,1266.74,1,812.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,12363.85,1,1,1,12449.25,1,503.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,1824.67,1,1,1,912.34,1,822.0,1,0,0,1,0,0,0,1,0
southeast,1,Dormant Judgment,1411.56,1,1,1,1500.56,1,694.0,1,1,1,0,1,0,0,1,1
southwest,1,Dormant Judgment,4221.34,1,1,1,4387.34,1,872.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,6082.52,1,1,1,6347.52,1,518.0,0,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,2445.61,1,1,1,2445.61,1,408.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,704.69,1,1,1,870.69,1,502.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,10993.13,1,1,1,10906.38,1,387.0,1,0,1,0,0,0,0,1,1
northeast,1,Dormant Judgment,3188.58,1,1,1,3269.87,1,973.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,1032.06,1,1,1,1178.54,1,956.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1195.16,1,1,1,1195.16,1,662.0,1,0,0,0,0,0,0,0,0
southeast,1,Dormant Judgment,4605.72,1,1,1,4802.89,1,971.0,1,0,1,0,0,0,0,1,0
midwest,0,Dormant Judgment,1808.38,1,0,1,1888.38,1,883.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,6504.84,1,1,1,5330.7,1,942.0,1,1,1,1,0,0,0,1,1
midwest,1,Dormant Judgment,5164.63,1,1,1,5272.63,1,597.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,661.91,1,0,1,661.91,1,1007.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,2471.29,1,1,1,2144.05,1,1152.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2593.95,1,1,1,2943.95,1,671.0,0,1,1,0,1,0,0,1,0
southwest,1,Dormant Judgment,2284.64,1,1,1,2446.16,1,1307.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,2393.66,1,0,1,2311.66,1,934.0,1,0,1,0,0,0,0,1,1
west,1,Dormant Judgment,1733.62,1,1,1,1974.62,1,805.0,1,1,1,1,0,0,0,1,0
west,1,Dormant Judgment,1131.7,1,1,1,1337.7,1,633.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,517.3,1,0,1,517.3,1,851.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1522.65,1,1,1,1709.65,1,475.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1884.7,1,1,1,2067.7,1,590.0,1,0,0,1,0,0,0,1,0
northeast,1,Dormant Judgment,1293.62,1,1,1,1455.17,1,1636.0,1,0,0,1,0,0,0,1,0
west,1,Dormant Judgment,1850.11,1,1,1,1850.11,1,857.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,2190.07,1,1,1,2715.07,1,445.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2105.34,1,1,1,2303.34,1,600.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,1490.64,1,1,1,1490.64,1,459.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,2497.74,1,1,1,2497.74,1,713.0,1,0,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,981.32,1,1,1,981.32,1,379.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,815.01,1,1,1,1045.01,1,361.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,678.65,1,0,1,678.65,1,579.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1569.45,1,1,1,1810.45,1,1460.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2728.33,1,1,1,2880.33,1,676.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1266.27,1,1,1,1266.27,1,1033.0,1,1,1,1,0,0,0,1,0
west,1,Dormant Judgment,3755.3,1,1,1,3991.3,1,399.0,1,1,1,1,0,0,0,0,0
midwest,1,Dormant Judgment,662.57,1,0,1,627.57,1,949.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,4074.56,1,1,1,4074.56,1,616.0,1,0,0,1,0,0,0,1,0
northeast,1,Dormant Judgment,2595.08,1,1,1,2726.08,1,674.0,1,0,0,1,0,0,0,1,0
northeast,1,Dormant Judgment,2968.6,1,1,1,3070.35,1,427.0,1,0,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,848.11,1,1,1,813.11,1,947.0,1,1,1,1,0,0,0,0,0
west,1,Dormant Judgment,2657.7,1,1,1,2883.7,1,455.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,2968.01,1,1,1,2618.01,1,1329.0,1,0,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,1132.7,1,0,1,1247.7,1,875.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,6421.74,1,1,1,6548.74,1,1777.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3780.55,1,1,1,4016.55,1,745.0,1,1,1,0,0,1,0,0,0
west,1,Dormant Judgment,1470.44,1,1,1,1706.44,1,748.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,3257.86,1,0,1,3362.86,1,530.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,9102.7,1,1,1,9347.7,1,647.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,3542.13,1,1,1,3670.13,1,1087.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,2263.49,1,1,1,2263.49,1,346.0,1,0,0,1,0,0,0,0,0
midwest,1,Dormant Judgment,690.14,1,0,1,690.14,1,721.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,1787.56,1,1,1,1857.57,1,413.0,1,1,1,0,1,0,0,0,0
midwest,1,Dormant Judgment,595.64,1,0,1,740.64,1,813.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,18345.97,1,1,1,18786.97,1,639.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,8312.8,1,1,1,8418.8,1,456.0,1,1,1,1,0,0,0,1,0
midwest,1,Dormant Judgment,1538.78,1,1,1,1698.78,1,414.0,1,0,1,0,0,0,0,0,1
west,1,Dormant Judgment,2337.43,1,1,1,2540.43,1,650.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,3810.9,1,1,1,3882.1,1,928.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2604.91,1,1,1,1829.91,1,829.0,1,1,1,1,0,0,0,1,1
northeast,1,Dormant Judgment,817.38,1,1,1,1170.78,1,1469.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,3306.55,1,1,1,3659.55,1,1112.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1629.78,1,1,1,1875.59,1,2200.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,4536.86,1,1,1,4900.11,1,1213.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1738.96,1,0,1,1805.96,1,810.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,1011.54,1,1,1,1184.04,1,930.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,3155.35,1,1,1,3314.35,1,368.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1051.67,1,1,1,1162.67,1,707.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2670.93,1,1,1,2722.93,1,667.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,805.71,1,1,1,1003.71,1,1141.0,1,1,1,1,0,0,0,1,0
west,1,Dormant Judgment,1710.84,1,1,1,1946.84,1,472.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,809.77,1,1,1,1029.77,1,608.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,3172.81,1,1,1,3321.81,1,721.0,1,0,1,0,0,0,0,1,1
northeast,1,Dormant Judgment,2257.18,1,1,1,2222.18,1,857.0,1,1,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,2742.89,1,1,1,2742.89,1,1014.0,1,0,0,0,0,0,0,0,0
southeast,1,Dormant Judgment,2475.05,1,1,1,2158.05,1,1695.0,1,0,1,0,0,0,0,1,1
west,1,Dormant Judgment,833.36,1,1,1,1036.36,1,748.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,3467.27,1,1,1,3584.27,1,887.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,2731.58,1,1,1,3256.58,1,607.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,2681.38,1,1,1,2916.38,1,886.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,3130.31,1,1,1,3130.31,1,998.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,826.72,1,1,1,992.72,1,738.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1745.11,1,1,1,1802.11,1,957.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1182.64,1,1,1,1292.95,1,655.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,9096.69,1,1,1,9222.69,1,963.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,4831.25,1,1,1,5034.25,1,571.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,755.85,1,0,1,878.85,1,956.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,5929.08,1,1,1,5929.08,1,756.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1889.8,1,1,1,1984.8,1,616.0,1,0,0,0,0,0,0,1,1
west,1,Dormant Judgment,1556.1,1,1,1,1792.1,1,867.0,1,1,1,1,0,0,0,1,0
west,1,Dormant Judgment,4779.76,1,1,1,5080.76,1,596.0,1,1,1,0,0,1,0,1,0
northeast,1,Dormant Judgment,2504.44,1,1,1,2626.53,1,541.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1301.2,1,1,1,1537.2,1,1195.0,1,1,1,1,0,0,0,1,0
southeast,1,Dormant Judgment,1422.62,1,1,1,1653.12,1,2210.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,1381.1,1,1,1,1576.1,1,733.0,1,1,1,0,1,0,0,1,0
west,1,Dormant Judgment,3886.49,1,1,1,4066.49,1,576.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,2423.13,1,1,1,2618.13,1,469.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2307.55,1,1,1,2369.55,1,722.0,1,0,1,1,0,0,0,1,1
southeast,1,Dormant Judgment,1515.65,1,1,1,1587.65,1,818.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,817.29,1,1,1,1053.77,1,1018.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,925.68,1,1,1,1083.68,1,819.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,542.84,1,1,1,667.84,1,590.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1140.18,1,1,1,1313.84,1,952.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,5485.55,1,1,1,5683.55,1,1373.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2306.87,1,1,1,2500.87,1,914.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,3438.06,1,1,1,3603.82,1,781.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,520.7,1,1,1,779.12,1,1246.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,3295.17,1,1,1,3295.17,1,524.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,3433.61,1,1,1,3540.61,1,963.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,3164.31,1,0,1,3164.31,1,470.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,750.81,1,0,1,944.81,1,790.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,1089.19,1,1,1,1064.19,1,864.0,1,0,0,0,0,0,0,1,1
midwest,1,Dormant Judgment,621.63,1,0,1,734.58,1,757.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1828.11,1,1,1,1985.11,1,461.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1690.06,1,1,1,1848.06,1,931.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1203.45,1,1,1,1203.45,1,622.0,1,0,0,0,0,0,0,1,0
northeast,1,Dormant Judgment,1183.76,1,1,1,1183.76,1,1625.0,1,0,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,2427.9,1,1,1,2427.9,1,381.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1859.64,1,1,1,1838.64,1,1261.0,1,0,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,1110.25,1,1,1,1276.25,1,477.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1779.91,1,1,1,2015.91,1,802.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,3442.01,1,1,1,3592.01,1,1218.0,1,0,1,0,0,0,0,0,1
midwest,1,Dormant Judgment,2030.08,1,0,1,2143.08,1,478.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,1183.77,1,1,1,1346.77,1,338.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,1449.43,1,1,1,1620.98,1,1680.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,965.15,1,1,1,1040.89,1,1161.0,1,0,1,0,0,0,0,1,1
southwest,1,Dormant Judgment,2289.11,1,1,1,2417.61,1,511.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,11634.41,1,1,1,11650.48,1,618.0,1,0,1,0,0,0,0,1,1
southwest,1,Dormant Judgment,1378.99,1,1,1,1508.82,1,954.0,1,0,0,0,0,0,0,1,0
west,1,Dormant Judgment,16747.58,1,1,1,17174.58,1,543.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,2011.14,1,1,1,2165.14,1,735.0,1,0,1,0,0,0,0,0,0
southwest,1,Dormant Judgment,1042.67,1,1,1,1286.97,1,1146.0,1,0,0,0,0,0,0,1,0
midwest,1,Dormant Judgment,1716.63,1,1,1,1846.63,1,383.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2051.33,1,1,1,2269.33,1,993.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,17268.3,1,1,1,17693.3,1,747.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,6616.28,1,1,1,6896.28,1,962.0,1,1,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,3217.1,1,1,1,3397.1,1,1317.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,9212.75,1,1,1,9554.25,1,1088.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,5412.42,1,1,1,5585.52,1,1222.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,6694.75,1,1,1,6694.75,1,1341.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,1458.64,1,1,1,1688.64,1,450.0,1,0,1,0,0,0,0,1,1
west,1,Dormant Judgment,6463.67,1,1,1,6710.67,1,1126.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,4820.76,1,1,1,5056.76,1,477.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1325.87,1,1,1,1325.87,1,807.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,10388.98,1,0,1,10515.98,1,487.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1993.7,1,0,1,2082.7,1,544.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,4472.26,1,1,1,4738.26,1,709.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,3785.57,1,1,1,4023.57,1,1226.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,5790.82,1,1,1,6105.82,1,576.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,4738.39,1,1,1,4976.39,1,481.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2506.71,1,1,1,2856.71,1,475.0,1,1,1,0,1,0,0,0,0
west,1,Dormant Judgment,2461.13,1,1,1,2602.13,1,721.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,12609.88,1,1,1,13039.88,1,965.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1281.7,1,1,1,1380.7,1,1306.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,864.62,1,1,1,1096.62,1,393.0,1,0,1,0,0,0,0,1,0
hi_ak,1,Dormant Judgment,3546.94,1,1,1,3761.94,1,819.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,4141.29,1,1,1,4242.79,1,879.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,1691.25,1,1,1,1776.25,1,510.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,3010.46,1,1,1,3092.46,1,629.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,7210.51,1,1,1,7560.51,1,595.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,2156.18,1,1,1,2397.18,1,920.0,1,1,1,0,1,0,0,0,0
west,1,Dormant Judgment,2412.95,1,1,1,2362.95,1,1015.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,1041.52,1,1,1,1319.52,1,734.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1221.93,1,1,1,1265.13,1,1612.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,11284.55,1,1,1,11641.79,1,448.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,6814.35,1,1,1,7159.35,1,794.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,1075.8,1,1,1,1315.3,1,613.0,1,0,1,0,0,0,0,1,0
west,1,Dormant Judgment,9604.39,1,1,1,9851.39,1,1060.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,1493.49,1,1,1,1557.49,1,821.0,1,1,1,0,0,1,0,1,0
midwest,1,Dormant Judgment,1907.65,1,1,1,1857.65,1,753.0,1,0,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,667.9,1,1,1,767.9,1,518.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,1597.56,1,0,1,1597.56,1,483.0,1,1,1,1,0,0,0,1,0
midwest,1,Dormant Judgment,763.96,1,0,1,848.96,1,523.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,2301.23,1,1,1,2404.23,1,662.0,1,0,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,839.17,1,1,1,928.17,1,519.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,1382.85,1,1,1,1441.85,1,590.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,1144.46,1,1,1,1225.46,1,1348.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1209.45,1,1,1,1424.45,1,1223.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,3557.04,1,1,1,4028.04,1,1729.0,1,1,1,0,1,0,0,1,0
northeast,1,Dormant Judgment,4018.18,1,1,1,4253.18,1,526.0,1,0,1,0,0,0,0,0,1
southeast,1,Dormant Judgment,2315.51,1,1,1,2543.51,1,1364.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1326.78,1,1,1,984.98,1,996.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,962.79,1,0,1,1082.79,1,673.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1107.11,1,1,1,1322.11,1,740.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1739.04,1,1,1,1967.04,1,1193.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,1061.12,1,1,1,1297.12,1,1021.0,1,1,1,1,0,0,0,0,0
west,1,Dormant Judgment,1313.95,1,1,1,1549.95,1,594.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2618.07,1,1,1,2930.07,1,813.0,1,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,934.19,1,1,1,1188.19,1,898.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,2617.15,1,1,1,2617.15,1,943.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,3247.7,1,1,1,3607.7,1,1447.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1255.76,1,1,1,1255.76,1,1193.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,2128.44,1,1,1,2348.44,1,999.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1048.57,1,1,1,1048.57,1,1688.0,1,0,1,0,0,0,0,0,0
west,1,Dormant Judgment,11065.91,1,1,1,11460.91,1,1055.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,2616.28,1,1,1,2725.28,1,621.0,1,0,1,0,0,0,0,1,1
midwest,1,Dormant Judgment,1336.88,1,1,1,1539.88,1,502.0,1,1,1,0,1,0,0,0,0
west,1,Dormant Judgment,1302.35,1,1,1,1538.35,1,821.0,1,0,1,0,0,0,0,0,0
