min_payment_within_5_years_of_chargeoff_predicted,obj1_predicted_proba,region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image
1,0.7518881467183431,midwest,1,Suit,11725.49,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7049532758394877,southeast,1,Suit,10011.82,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7695860772132874,southeast,1,Suit,17359.51,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6782264966964723,southeast,1,Suit,9339.64,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.599803739865621,midwest,1,Suit,9822.17,1,1,1,8929.05,1,949.0,1,1,1,0,0,0,1,1
1,0.6384619119962056,southeast,1,Suit,23406.71,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.42988756362597147,southwest,1,Suit,6107.21,1,1,1,5039.0,1,927.0,1,1,1,1,0,0,1,1
1,0.6079558871587118,midwest,1,Suit,7913.87,1,1,1,7913.87,1,787.0,1,1,1,0,1,0,1,1
1,0.7782983250617981,midwest,1,Suit,16845.87,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6102910699049631,southwest,1,Suit,11335.01,1,1,1,9816.7,1,1019.0,1,1,1,0,0,0,1,1
1,0.626773080031077,southwest,1,Suit,11319.42,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7491680653889974,northeast,1,Suit,13405.8,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7826724635759988,southeast,1,Suit,11459.39,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.45259880550702414,southwest,1,Suit,7430.62,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6109576352437336,southwest,1,Suit,11204.19,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.3153032256762186,southeast,1,Dormant Judgment,,0,0,1,3644.58,1,149.0,0,1,1,0,1,0,1,1
0,0.15144719384113947,southeast,1,Dormant Judgment,,0,1,1,1549.13,1,152.0,1,0,1,0,0,0,0,1
0,0.18147509946425755,southeast,1,Dormant Judgment,,0,1,1,5087.92,1,169.0,1,0,1,0,0,0,0,1
0,0.25571651740868884,southeast,0,Dormant Judgment,,0,1,1,2429.11,1,206.0,1,0,1,0,1,0,0,1
1,0.5121967924435933,southwest,1,Suit,8148.43,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.23489213156700134,southeast,1,Dormant Judgment,2368.4,1,1,1,2658.4,1,612.0,1,0,1,0,0,0,1,1
1,0.6478090500036876,midwest,1,Suit,12864.93,1,1,1,12864.93,1,1133.0,1,1,1,0,0,0,1,1
1,0.6638936439355214,northeast,1,Suit,5496.56,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7755598360697429,southeast,1,Suit,14752.83,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7747696096102397,southeast,1,Suit,14316.17,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5108828747272492,southwest,1,Suit,24346.1,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6262332811355591,southeast,1,Suit,11024.2,1,0,1,11117.2,1,919.0,1,1,1,0,1,0,1,1
1,0.710553556839625,midwest,1,Suit,25156.65,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.63316574883461,midwest,1,Suit,6453.57,1,1,1,4885.1,1,839.0,1,1,1,0,1,0,1,1
1,0.5118381861845652,southeast,1,Suit,5742.35,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.5046994579633076,southwest,1,Suit,8433.84,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7088193154335023,midwest,1,Suit,7795.73,1,0,0,,0,,1,1,1,0,1,0,0,0
1,0.5951879471937814,southwest,1,Suit,11365.26,1,1,1,9997.07,1,1085.0,1,1,1,0,0,0,1,1
1,0.6494002400239308,midwest,1,Suit,7433.68,1,0,0,,0,845.0,1,1,1,1,0,0,0,0
1,0.7151419290701548,midwest,1,Suit,16469.34,1,1,1,16469.34,1,949.0,1,1,1,0,1,0,1,1
1,0.5704929044246673,midwest,1,Suit,4282.29,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6689230272769928,northeast,1,Suit,7676.03,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7326226506233215,northeast,1,Suit,18626.69,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5358170037269592,southeast,1,Suit,7303.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6824701474507648,midwest,1,Suit,5549.0,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.5733998217582702,midwest,1,Suit,10452.51,1,1,1,8909.55,1,1313.0,1,1,1,0,0,0,1,1
1,0.7751245222091674,southeast,1,Suit,19333.46,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.44097381869951885,southeast,1,Suit,5990.64,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6802388978004457,southwest,1,Suit,12000.45,1,0,1,,0,,1,1,1,0,0,0,0,0
0,0.46536948434511827,southwest,1,Suit,4577.82,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.39175960675875343,southwest,1,Suit,6707.34,1,1,1,6853.34,1,1202.0,1,1,1,0,0,0,1,1
1,0.5019586039384205,southwest,1,Suit,7806.71,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.713640547275543,midwest,1,Suit,7989.47,1,1,1,6441.34,1,890.0,1,1,1,0,0,0,1,1
0,0.4400137549241384,southeast,1,Suit,6995.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6379151113828023,southwest,1,Suit,11420.2,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7745011450449626,southeast,1,Suit,18113.7,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4867907366752624,southeast,1,Suit,4593.27,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6185468738079071,midwest,1,Suit,6759.04,1,1,1,5256.51,1,885.0,1,1,1,0,0,1,1,1
1,0.5852121357123057,southwest,1,Suit,28917.31,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7578066574732463,southeast,1,Suit,11643.77,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6041419417858125,midwest,1,Suit,6614.81,1,0,0,,0,882.0,1,1,1,0,0,0,0,0
1,0.6668523471355439,midwest,1,Suit,7811.34,1,0,0,,0,842.0,1,1,1,0,0,1,0,0
1,0.5358170037269592,southeast,1,Suit,7388.25,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4096448209881783,southeast,1,Suit,8990.22,1,1,1,7707.5,1,983.0,1,1,1,1,0,0,1,1
1,0.7535721979141236,southwest,0,Suit,14093.34,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5466907509962718,midwest,1,Suit,7242.11,1,1,1,7242.11,1,914.0,1,1,1,0,0,0,0,1
1,0.7244779036839802,northeast,1,Suit,9307.28,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6525045950412751,midwest,1,Suit,7006.2,1,1,1,5494.49,1,967.0,1,1,1,0,0,0,1,1
1,0.6610873851776123,southwest,1,Suit,15213.38,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7622764733632407,southeast,1,Suit,11252.47,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.16110050605982543,west,1,Dormant Judgment,2038.79,1,1,1,1999.5,1,31.0,1,1,1,0,1,0,1,0
0,0.07278129894783099,southwest,0,Dormant Judgment,1855.96,1,1,1,1751.4,1,103.0,1,0,0,0,0,0,1,0
0,0.0781801919278999,southwest,1,Dormant Judgment,1827.14,1,1,1,1849.48,1,191.0,1,0,0,0,0,0,0,0
0,0.1387957981576522,west,1,Dormant Judgment,1123.85,1,1,1,1163.81,1,21.0,1,1,1,1,0,0,1,1
0,0.02112417332828045,west,1,Dormant Judgment,1088.74,1,1,1,1087.9,1,44.0,1,0,1,0,0,0,0,0
0,0.06344525676965714,west,1,Dormant Judgment,734.41,1,1,1,757.84,1,34.0,1,0,1,0,0,0,1,0
0,0.0701732668975989,west,1,Dormant Judgment,732.62,1,1,1,747.82,1,31.0,1,0,1,0,0,0,1,0
0,0.07565246943260233,west,1,Dormant Judgment,725.6,1,1,1,735.64,1,63.0,1,1,1,0,0,0,1,1
0,0.08039448155462742,west,1,Dormant Judgment,492.14,1,1,1,569.21,1,11.0,1,0,1,0,0,0,1,0
0,0.06939352001249789,southwest,1,Dormant Judgment,403.09,1,1,1,509.98,1,172.0,1,0,0,0,0,0,0,0
0,0.15459351652860642,west,1,Dormant Judgment,500.54,1,1,1,507.74,1,48.0,1,0,1,0,0,0,1,1
0,0.1595110518882672,southeast,0,Dormant Judgment,401.53,1,1,1,504.14,1,48.0,1,0,1,0,0,0,0,0
0,0.07904458386699359,southwest,1,Dormant Judgment,3511.89,1,1,1,3396.92,1,173.0,1,0,0,0,0,0,1,0
0,0.16894816784063976,west,1,Dormant Judgment,8993.37,1,1,1,2659.5,1,144.0,1,1,1,1,0,0,1,0
0,0.039401416882872575,west,1,Dormant Judgment,6925.58,1,1,1,2600.0,1,159.0,1,0,1,0,0,0,0,0
0,0.0663629288772742,west,1,Dormant Judgment,4285.78,1,1,1,2600.0,1,70.0,1,1,1,1,0,0,1,1
0,0.41389433860778807,southwest,1,Dormant Judgment,8462.69,1,1,1,8297.66,1,172.0,1,0,0,0,0,0,0,0
0,0.38380828444163,southwest,1,Dormant Judgment,8008.64,1,1,1,7772.28,1,100.0,1,0,0,0,0,0,0,0
0,0.464910922606786,southwest,1,Suit,7557.77,1,0,0,,0,,1,1,0,1,0,0,0,0
1,0.7041473415692648,southeast,1,Suit,10170.87,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.392027930299441,southeast,1,Suit,5520.0,1,1,1,5520.0,1,856.0,1,1,1,0,0,0,1,1
1,0.7700459322929383,southeast,1,Suit,18381.43,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5866222171684106,northeast,1,Suit,21564.74,1,1,1,21564.74,1,1142.0,1,1,1,0,1,0,1,1
1,0.7596136822700501,southeast,1,Suit,13335.75,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7729113928476969,northeast,1,Suit,11600.77,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.725521051565806,midwest,1,Suit,11366.05,1,0,0,,0,827.0,1,1,1,0,0,0,0,0
1,0.552427897453308,southwest,1,Suit,9161.11,1,1,1,5669.45,1,1008.0,1,1,1,0,0,0,1,1
0,0.4400137549241384,southeast,1,Suit,6981.27,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6080791590213775,southeast,1,Suit,31552.56,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.2166080604791641,southeast,1,Dormant Judgment,,0,1,1,3654.58,1,101.0,1,0,1,0,0,0,0,0
0,0.2534003626505534,southeast,1,Dormant Judgment,,0,1,1,6870.87,1,82.0,1,0,1,0,0,0,0,1
0,0.1314205526312192,southeast,1,Dormant Judgment,,0,1,1,3977.34,1,136.0,1,0,1,0,0,0,0,1
0,0.2614230384429296,southeast,1,Dormant Judgment,,0,1,1,5601.89,1,70.0,1,0,1,0,0,0,0,1
0,0.15255987286567685,southeast,1,Dormant Judgment,,0,1,1,3819.95,1,90.0,1,0,1,0,0,0,0,1
1,0.7476711300214132,southeast,1,Suit,11901.69,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6287329619725545,midwest,1,Suit,4894.3,1,0,0,,0,1249.0,1,1,1,0,0,0,0,1
1,0.7061798629760743,southeast,1,Suit,9603.76,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6984607838789622,southeast,1,Suit,9972.88,1,0,0,,0,,1,1,1,1,0,0,0,0
0,0.49126851999759674,southeast,1,Suit,6556.61,1,1,1,5431.58,1,1008.0,1,1,1,0,1,0,1,1
1,0.5937956600189209,southwest,1,Suit,9045.79,1,0,1,,0,,1,1,0,0,0,0,0,0
1,0.6345043477217356,northeast,1,Suit,6728.83,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7770203647613525,midwest,1,Suit,15031.66,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6615058614412943,southwest,1,Suit,13273.23,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7837671694755554,midwest,1,Suit,15331.93,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4353132095336914,southeast,1,Suit,26697.62,1,0,0,,0,,0,0,1,0,0,0,0,0
1,0.7061798629760743,southeast,1,Suit,9618.85,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5043433545430501,southwest,1,Suit,9298.22,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5200215493440628,southeast,1,Suit,14924.08,1,1,1,13478.61,1,941.0,1,1,1,0,0,0,1,1
1,0.7414386983712513,southeast,1,Suit,20920.72,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6303341643015543,midwest,1,Suit,5700.59,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7544290892283122,northeast,1,Suit,13471.22,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6574737591743469,midwest,1,Suit,7533.49,1,0,0,,0,,1,1,1,0,1,0,0,0
1,0.6593573536872863,midwest,1,Suit,5313.27,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6596163570086162,southeast,1,Suit,8877.79,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5543685439427694,southwest,1,Suit,15783.63,1,1,1,17616.05,1,1038.0,1,1,1,0,0,1,1,1
1,0.7041473415692648,southeast,1,Suit,10142.77,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6814212554295856,midwest,1,Suit,19610.87,1,1,1,19610.87,1,944.0,1,1,1,0,1,0,1,1
1,0.7619861448605854,midwest,1,Suit,13988.58,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.626773080031077,southwest,1,Suit,11291.48,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7286283357938131,midwest,1,Suit,10750.82,1,0,1,9100.18,1,792.0,1,1,1,0,1,0,1,1
1,0.6236943451563517,southwest,1,Suit,16302.48,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.74933695936203,southeast,1,Suit,10636.12,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4658750140666962,southeast,1,Suit,6427.91,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7326525762875874,northeast,1,Suit,8256.81,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.765498672803243,southeast,1,Suit,17780.74,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4573656233946482,southwest,1,Suit,7556.66,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5690101746718089,northeast,1,Suit,5937.87,1,1,1,5031.63,1,1040.0,1,1,1,0,0,0,1,0
1,0.7385125659306845,midwest,1,Suit,12879.82,1,0,0,,0,1041.0,1,1,1,0,0,0,0,0
1,0.6325119558175405,southeast,1,Suit,23794.87,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7073721621831257,southeast,1,Suit,10408.33,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6167893966039021,southeast,1,Suit,7859.83,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7812619740168254,southeast,1,Suit,13175.21,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7756233547528584,southeast,1,Suit,15085.29,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5704929044246673,midwest,1,Suit,4284.23,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7570012755393981,southeast,1,Suit,11768.26,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.18615585108598073,southeast,1,Dormant Judgment,,0,1,1,3884.64,1,277.0,1,0,1,0,0,0,0,0
0,0.11723050896326702,southeast,1,Dormant Judgment,,0,1,1,4195.95,1,140.0,1,0,1,0,0,0,0,1
1,0.6043606988588969,midwest,1,Suit,8622.3,1,1,1,8372.3,1,786.0,1,1,1,0,0,0,1,1
0,0.47861443773905443,southeast,1,Suit,4457.24,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7760272609392802,southeast,1,Suit,12352.79,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5448418879508973,southeast,1,Suit,7506.75,1,0,0,,0,,1,1,1,0,1,0,0,0
1,0.727989542166392,midwest,1,Suit,16561.5,1,0,0,,0,889.0,1,1,1,0,1,0,0,0
0,0.4521026329994202,southeast,1,Suit,5792.03,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5975464400450389,southwest,1,Suit,20901.13,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6631537861029305,midwest,1,Suit,19333.41,1,1,1,19333.41,1,980.0,1,1,1,0,1,0,1,1
1,0.7076226472059886,midwest,1,Suit,16760.93,1,1,1,16760.93,1,964.0,1,1,1,0,1,0,1,1
1,0.5895033758481344,midwest,1,Suit,5945.84,1,0,0,,0,822.0,1,1,1,0,1,0,0,0
0,0.45202129713694256,southwest,1,Suit,6521.78,1,1,1,6735.09,1,798.0,1,1,1,0,0,0,1,1
0,0.44888902982076007,southwest,1,Suit,9221.27,1,1,1,9481.27,1,946.0,1,1,1,0,0,0,1,1
1,0.74933695936203,southeast,1,Suit,10649.76,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.38682053510347997,midwest,1,Dormant Judgment,2730.69,1,0,1,2730.69,1,356.0,0,1,1,0,1,0,1,1
0,0.31621483242511744,midwest,1,Dormant Judgment,1195.31,1,1,1,1195.31,1,364.0,1,1,1,0,0,0,1,1
0,0.09465147242943446,northeast,1,Dormant Judgment,4071.74,1,1,1,4153.74,1,345.0,1,0,1,0,0,0,0,0
1,0.803744268099467,southeast,0,Suit,17385.75,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.41633511187632877,southeast,1,Suit,24269.39,1,1,1,8652.19,1,1138.0,1,1,1,0,1,0,1,1
0,0.39932947532335916,southwest,1,Suit,4429.41,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.7710807642936706,southeast,1,Suit,16873.79,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5108828747272492,southwest,1,Suit,24416.89,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.586020879983902,northeast,1,Suit,5253.56,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4909996875921886,southeast,1,Suit,5074.51,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.806762888431549,southeast,0,Suit,15387.91,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6180741787751516,midwest,1,Suit,5606.37,1,1,1,5406.37,1,915.0,1,1,1,0,0,0,1,1
1,0.5642906807263692,southwest,1,Suit,9753.04,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7788680718739827,northeast,0,Suit,4590.34,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7745019097328186,northeast,1,Suit,11001.12,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6290255801677703,northeast,1,Suit,23142.29,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5358170037269592,southeast,1,Suit,7374.92,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.17805840694904324,west,1,Dormant Judgment,1090.2,1,1,1,1070.24,1,149.0,1,1,1,0,1,0,1,1
0,0.027923437270025414,west,1,Dormant Judgment,2363.22,1,1,1,2312.59,1,13.0,0,0,1,0,0,0,0,0
0,0.0721715295612812,west,1,Dormant Judgment,3565.02,1,1,1,2600.0,1,36.0,1,1,1,1,0,0,1,1
0,0.04860086596012115,west,1,Dormant Judgment,3234.52,1,1,1,2600.0,1,98.0,1,0,1,0,0,0,0,0
0,0.022735458581397926,west,1,Dormant Judgment,1565.5,1,1,1,1574.99,1,31.0,1,0,1,0,0,0,0,0
0,0.030013403917352362,west,1,Dormant Judgment,5172.43,1,1,1,2610.0,1,33.0,1,0,1,0,0,0,0,0
0,0.03786290194839239,southwest,1,Dormant Judgment,2758.25,1,0,0,2784.9,1,77.0,0,0,0,0,0,0,0,0
0,0.022906517540104688,west,1,Dormant Judgment,1801.3,1,1,1,1803.18,1,37.0,1,0,1,0,0,0,0,0
0,0.07119261553883553,west,1,Dormant Judgment,5152.34,1,1,1,2090.0,1,9.0,0,1,1,1,0,0,1,1
0,0.2652708906531334,west,1,Dormant Judgment,1155.03,1,1,1,1189.21,1,37.0,1,0,1,1,0,0,1,1
0,0.07508216878771781,west,1,Dormant Judgment,2408.75,1,1,1,2350.0,1,12.0,0,1,1,0,0,0,1,1
0,0.13699908423423768,west,1,Dormant Judgment,4555.86,1,1,1,2600.0,1,26.0,1,1,1,0,0,0,1,0
0,0.04419426557421684,west,1,Dormant Judgment,3374.53,1,1,1,2590.0,1,57.0,1,0,1,0,0,0,0,0
0,0.07605495927731197,west,1,Dormant Judgment,3750.72,1,1,1,2600.0,1,144.0,0,1,1,0,0,0,1,1
0,0.0316385497947534,west,0,Dormant Judgment,1368.19,1,0,0,1329.44,1,38.0,0,0,1,0,0,0,0,0
0,0.08095412341256934,southwest,0,Dormant Judgment,2835.49,1,0,0,1579.77,1,191.0,0,0,0,0,0,0,0,0
0,0.04263798138002555,west,1,Dormant Judgment,6031.6,1,1,1,2600.0,1,108.0,1,0,1,0,0,0,0,0
0,0.02755545964340369,west,0,Dormant Judgment,1308.86,1,1,1,1287.46,1,63.0,1,0,1,0,0,0,0,0
0,0.03866562421123187,west,1,Dormant Judgment,2835.44,1,1,1,2609.5,1,121.0,1,0,1,0,0,0,0,0
0,0.16474058308204015,southwest,1,Dormant Judgment,2386.86,1,1,1,1644.25,1,148.0,1,0,0,0,0,0,1,1
0,0.09209316030641396,west,1,Dormant Judgment,3173.67,1,1,1,2610.0,1,64.0,1,1,1,0,0,0,1,0
0,0.03375335412969192,west,1,Dormant Judgment,6485.25,1,1,1,2600.0,1,54.0,1,0,1,0,0,0,0,0
0,0.03690680707804858,southwest,1,Dormant Judgment,1621.86,1,0,0,1592.02,1,111.0,0,0,0,0,0,0,0,0
0,0.15552934432029722,west,1,Dormant Judgment,1310.39,1,1,1,1347.75,1,106.0,1,1,1,0,1,0,1,1
0,0.022532137545446553,west,1,Dormant Judgment,838.41,1,1,1,881.81,1,43.0,1,0,1,0,0,0,0,0
0,0.18232381733258562,west,1,Dormant Judgment,3462.26,1,1,1,2615.0,1,58.0,1,0,1,0,0,0,1,1
0,0.07197018675009409,west,1,Dormant Judgment,1952.57,1,1,1,1981.32,1,72.0,1,1,1,0,0,0,1,1
0,0.02877506349856655,west,1,Dormant Judgment,4110.26,1,1,1,2610.0,1,34.0,1,0,1,0,0,0,0,0
0,0.05775181632240613,west,1,Dormant Judgment,2134.71,1,1,1,2094.94,1,39.0,1,1,1,0,0,0,1,1
0,0.03326046479245027,west,1,Dormant Judgment,4227.39,1,1,1,2590.0,1,43.0,1,0,1,0,0,0,0,0
0,0.15278325061003367,west,1,Dormant Judgment,5684.54,1,1,1,2610.0,1,11.0,0,1,1,0,0,0,1,0
0,0.021371250518132,west,1,Dormant Judgment,590.89,1,1,1,609.89,1,41.0,1,0,1,0,0,0,0,0
0,0.07281600276504954,southwest,1,Dormant Judgment,712.16,1,1,1,1421.65,1,30.0,1,0,0,0,0,0,1,0
0,0.023168980143964298,west,1,Dormant Judgment,798.49,1,1,1,737.76,1,37.0,1,0,1,0,0,0,0,0
0,0.0563125729560852,west,1,Dormant Judgment,2755.34,1,1,1,2590.0,1,49.0,1,1,1,1,0,0,1,1
0,0.055859495451052975,west,1,Dormant Judgment,4631.96,1,1,1,2600.0,1,19.0,0,1,1,1,0,0,1,1
0,0.10820576447745164,west,1,Dormant Judgment,2716.55,1,1,1,2600.0,1,33.0,1,1,1,0,1,0,1,0
0,0.04652650234103202,west,1,Dormant Judgment,1819.37,1,1,1,1864.04,1,154.0,1,0,1,0,0,0,0,0
0,0.028988472186028957,west,1,Dormant Judgment,5665.82,1,1,1,2600.0,1,40.0,1,0,1,0,0,0,0,0
0,0.05553219181795916,west,1,Dormant Judgment,3830.66,1,1,1,2600.0,1,130.0,1,0,1,0,0,0,0,0
0,0.14442890127499897,west,1,Dormant Judgment,2649.51,1,1,1,2550.0,1,71.0,1,1,1,0,1,0,1,1
0,0.05983174737791219,west,1,Dormant Judgment,1675.76,1,1,1,1531.18,1,9.0,0,1,1,0,1,0,1,0
0,0.029162256978452206,west,1,Dormant Judgment,2230.57,1,1,1,2169.36,1,41.0,1,0,1,0,0,0,0,0
0,0.02366969681655367,west,1,Dormant Judgment,5849.62,1,1,1,2590.0,1,28.0,0,0,1,0,0,0,0,0
0,0.020763085208212337,west,1,Dormant Judgment,766.64,1,1,1,785.42,1,41.0,1,0,1,0,0,0,0,0
0,0.030847835602859655,west,1,Dormant Judgment,2491.42,1,1,1,2426.75,1,49.0,1,0,1,0,0,0,0,0
0,0.032641906229158246,west,1,Dormant Judgment,3974.6,1,1,1,2600.0,1,63.0,1,0,1,0,0,0,0,0
0,0.06806270672380925,west,1,Dormant Judgment,4497.61,1,1,1,2600.0,1,26.0,0,1,1,1,0,0,1,1
0,0.08529642726977665,west,1,Dormant Judgment,4822.74,1,1,1,2600.0,1,36.0,1,1,1,0,0,0,1,1
0,0.07085582852860292,southwest,1,Dormant Judgment,1968.11,1,1,1,2026.91,1,172.0,1,0,0,0,0,0,1,0
0,0.056981929853558544,west,1,Dormant Judgment,3708.28,1,1,1,2550.0,1,137.0,1,0,1,0,0,0,0,0
0,0.17346468756596248,west,1,Dormant Judgment,2882.04,1,1,1,2549.99,1,138.0,1,1,1,0,0,0,1,0
0,0.07899728947877885,west,1,Dormant Judgment,1083.32,1,1,1,1066.66,1,78.0,0,1,1,0,0,0,1,1
0,0.19839814404646558,west,1,Dormant Judgment,4838.43,1,1,1,2443.0,1,38.0,1,1,1,0,1,0,1,1
0,0.05593991254270077,west,1,Dormant Judgment,2135.25,1,1,1,1998.58,1,69.0,1,0,1,0,0,0,0,0
0,0.21942539874712624,west,1,Dormant Judgment,2129.14,1,1,1,2032.46,1,44.0,0,1,1,0,1,0,1,0
0,0.04153548131386439,west,1,Dormant Judgment,7325.22,1,1,1,2600.0,1,108.0,1,0,1,0,0,0,0,0
0,0.04117652019361655,west,1,Dormant Judgment,1540.82,1,1,1,1566.47,1,181.0,1,0,1,0,0,0,0,0
0,0.15706099565823875,west,1,Dormant Judgment,5007.64,1,1,1,2609.5,1,38.0,1,1,1,1,0,0,1,0
0,0.038492222624520456,west,1,Dormant Judgment,3209.94,1,1,1,1355.0,1,15.0,0,0,1,0,0,0,0,0
0,0.05775268183400234,southwest,1,Dormant Judgment,1209.95,1,1,1,1134.39,1,138.0,1,0,0,0,0,0,1,0
0,0.03715228323514263,southwest,1,Dormant Judgment,2527.24,1,0,0,2511.65,1,141.0,0,0,0,0,0,0,0,0
0,0.15016221735874813,southwest,1,Dormant Judgment,5621.16,1,1,1,5397.32,1,31.0,1,0,0,0,0,0,1,0
0,0.06075569543242455,west,1,Dormant Judgment,1056.56,1,1,1,1018.51,1,48.0,0,1,1,0,0,0,1,1
0,0.17539669398466745,west,1,Dormant Judgment,4650.39,1,1,1,2610.0,1,48.0,1,1,1,0,1,0,1,0
0,0.05388118351250887,southwest,1,Dormant Judgment,1523.0,1,1,1,1409.62,1,134.0,1,0,0,0,0,0,1,0
0,0.048049668093522395,west,1,Dormant Judgment,4299.83,1,1,1,2600.0,1,80.0,1,0,1,0,0,0,0,0
0,0.08220798903952042,west,1,Dormant Judgment,2525.39,1,1,1,2462.68,1,24.0,0,1,1,0,0,0,1,0
0,0.20572700603802996,west,1,Dormant Judgment,8286.46,1,1,1,2600.0,1,65.0,1,0,1,0,0,0,1,0
