data_id,region,data_state,account_status,purchasegroup,consumer_dob,chargeoff_age,working_age,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,data_bal_total,chargeoff_date,chargeoff_date_bom,chargeoffamt,chargeoffamt_present,judgment_status,judgment_active,acct_post_judgment,judgment_date,days_between_chargeoff_and_judgment,judgment_amount,judgment_amount_present,chargeoff_precovid(2020-03-01),judgment_precovid(2020-03-01),total_transactions,num_payments,num_reversals,net_num_payments,sum_pay_amount,avg_pay_amount,min_pay_date,max_pay_date,payment_duration_days,avg_days_between_payments,avg_monthly_payment(duration>=365days),days_between_chargeoff_and_min_pay_date,days_between_chargeoff_and_max_pay_date,days_between_judgment_and_min_pay_date,days_between_judgment_and_max_pay_date,min_payment_within_5_years_of_chargeoff,closed_w_max_pmt_within_5_yrs_of_min_pmt,max_pmt_within_5_yrs_of_min_pmt_within_5_yrs_of_chargeoff
31876,west,CA,Placement (3); Active,Dormant Judgment,01/01/1975,41,1,0,1,1,0,0,1,1,1,15820.33,2015-12,01/12/2015,9410.71,1,Active,1,1,29/06/2017,576,9410.71,1,1,1,,,,,,,,,,,,,,,,0,,
31906,west,CA,Placement (3); Active,Dormant Judgment,01/01/1987,30,1,0,1,1,0,0,1,1,1,2543.02,2016-10,01/10/2016,4227.01,1,Served,0,0,17/05/2017,228,2605,1,1,1,15,15,0,15,1500,100,03/11/2022,05/01/2024,429,28.5333,106.4230769,2224,2652,1996,2424,0,0,
31989,west,CA,Placement (3); Active,Dormant Judgment,01/01/1980,37,1,0,1,1,0,0,0,1,1,13942.45,2017-01,01/01/2017,8780.93,1,Active,1,1,10/01/2019,739,9099.43,1,1,1,,,,,,,,,,,,,,,,0,,
31996,west,CA,Placement (3); Active,Dormant Judgment,01/01/1955,59,1,0,1,1,0,0,0,1,1,12821.8,2013-08,01/08/2013,7814.11,1,Active,1,1,25/09/2017,1516,7814.11,1,1,1,,,,,,,,,,,,,,,,0,,
32055,west,CA,Placement (3); Active,Dormant Judgment,01/01/1985,33,1,0,1,1,0,0,0,1,1,9244.57,2017-12,01/12/2017,5720.05,1,Active,1,1,04/10/2018,307,6017.05,1,1,1,,,,,,,,,,,,,,,,0,,
32179,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1931,85,0,1,0,0,0,0,0,0,1,705.59,2015-09,01/09/2015,2262.55,1,Active,1,1,22/03/2017,568,2262.55,1,1,1,22,19,3,16,1800,112.5,04/04/2017,04/10/2018,549,34.25,99.79344262,581,1129,13,561,1,0,
32180,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1961,55,1,1,0,0,0,0,0,0,1,990.33,2015-09,01/09/2015,813.48,1,Active,1,1,05/07/2018,1038,906.98,1,1,1,5,5,0,5,125,25,31/07/2018,26/12/2018,149,29.6,,1064,1212,26,174,1,0,
32459,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1959,58,1,1,1,0,0,0,0,0,1,1485.97,2016-10,01/10/2016,1049.44,1,Active,1,1,30/01/2019,851,1188.53,1,1,1,,,,,,,,,,,,,,,,0,,
32657,southwest,OK,Placement (3); Active,Dormant Judgment,01/01/1971,44,1,1,1,1,0,1,0,1,1,16397.81,2015-06,01/06/2015,13218.59,1,Active,1,1,27/02/2019,1367,12336.32,1,1,1,,,,,,,,,,,,,,,,0,,
32949,southeast,GA,Closed (9); SIF,Suit,01/01/1966,52,1,1,0,1,0,0,0,0,0,1065.59,2017-09,01/09/2017,2366.18,1,,0,0,,,,0,1,,2,2,0,2,1065.59,532.795,10/11/2020,20/11/2020,11,5,,1166,1176,,,1,1,1
33199,southwest,OK,Placement (3); Active,Dormant Judgment,01/01/1965,52,1,1,1,1,0,0,0,1,1,13539.67,2016-10,01/10/2016,13826.99,1,Active,1,1,04/03/2019,884,10105.43,1,1,1,,,,,,,,,,,,,,,,0,,
33237,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1951,65,1,1,0,1,0,0,0,0,1,5109.63,2016-05,01/05/2016,3362.39,1,Active,1,1,25/03/2019,1058,3887.39,1,1,1,,,,,,,,,,,,,,,,0,,
33256,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1987,30,1,1,0,0,0,0,0,1,1,1035.04,2017-02,01/02/2017,702.54,1,Active,1,1,25/03/2019,782,836.04,1,1,1,,,,,,,,,,,,,,,,0,,
33295,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1968,48,1,1,0,0,0,0,0,0,1,10704.79,2016-02,01/02/2016,16168.54,1,Active,1,1,20/03/2019,1143,8580.87,1,1,1,,,,,,,,,,,,,,,,0,,
33399,midwest,MI,Placement (3); Active,Dormant Judgment,01/01/1977,36,1,1,1,1,0,0,0,1,1,782.64,2012-12,01/12/2012,593.19,1,Active,1,1,28/08/2017,1731,671.85,1,1,1,,,,,,,,,,,,,,,,0,,
33553,midwest,OH,Closed (9); PIF,Dormant Judgment,01/01/1967,47,1,0,1,1,0,1,0,1,1,0,2013-12,01/12/2013,,0,Active,1,1,25/04/2017,1241,867.62,1,1,1,9,9,0,9,1121.57,124.6188889,24/03/2021,26/05/2021,64,7,,2670,2733,1429,1492,0,1,
33662,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1964,52,1,1,0,0,0,0,0,1,1,923.81,2015-09,01/09/2015,748.47,1,Active,1,1,21/05/2019,1358,748.47,1,1,1,,,,,,,,,,,,,,,,0,,
33672,southwest,OK,Placement (3); Active,Dormant Judgment,01/01/1978,37,1,1,1,1,0,0,0,1,1,12027.29,2014-12,01/12/2014,17801,1,Active,1,1,29/03/2019,1579,9398.01,1,1,1,,,,,,,,,,,,,,,,0,,
33745,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1960,56,1,1,0,0,0,0,0,0,1,944.67,2016-05,01/05/2016,653.64,1,Active,1,1,25/09/2019,1242,783.47,1,1,1,,,,,,,,,,,,,,,,0,,
33927,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1988,29,1,1,1,0,0,0,0,0,1,4011.53,2016-12,01/12/2016,3162.72,1,Active,1,1,27/09/2019,1030,3291.22,1,1,1,,,,,,,,,,,,,,,,0,,
33948,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1994,23,1,1,0,0,0,0,0,0,1,16357.28,2016-10,01/10/2016,13358.2,1,Active,1,1,26/09/2019,1090,13409.15,1,1,1,,,,,,,,,,,,,,,,0,,
34340,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1973,32,1,1,0,1,0,0,0,1,0,3848.66,2004-09,01/09/2004,,0,Active,1,1,04/10/2007,1128,1657,1,1,1,,,,,,,,,,,,,,,,0,,
34737,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1990,27,1,1,1,0,0,0,0,0,1,1252.01,2016-12,01/12/2016,2213.13,1,Active,1,1,08/10/2019,1041,2341.63,1,1,1,2,2,0,2,1593.75,796.875,03/01/2024,25/01/2024,23,11,,2589,2611,1548,1570,0,0,
34782,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1956,60,1,1,0,1,0,0,0,0,1,1888.18,2016-05,01/05/2016,4380.19,1,Dormant,0,1,31/10/2018,913,4380.19,1,1,1,5,5,0,5,3000,600,29/05/2020,25/09/2020,120,23.8,,1489,1608,576,695,1,0,
34842,southeast,AL,Placement (3); Active,Dormant Judgment,01/01/1969,49,1,1,1,1,0,0,0,1,1,922.58,2017-10,01/10/2017,595.83,1,Active,1,1,10/07/2019,647,681.16,1,1,1,,,,,,,,,,,,,,,,0,,
34935,west,CA,Placement (3); Active,Dormant Judgment,01/01/1967,40,1,1,1,1,1,0,0,1,0,50076.21,2006-10,01/10/2006,19470.29,1,Active,1,1,02/10/2007,366,22886.37,1,1,1,,,,,,,,,,,,,,,,0,,
35049,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1986,27,1,1,1,1,0,1,0,1,1,7393.26,2012-12,01/12/2012,2656.59,1,Active,1,1,22/01/2014,417,4161.18,1,1,1,46,46,0,46,1137.14,24.72043478,07/12/2012,01/06/2015,907,19.6957,38.16001122,6,912,-411,495,1,0,
35381,west,CA,Placement (3); Active,Dormant Judgment,01/01/1962,55,1,0,1,1,0,1,0,1,1,3050.61,2016-09,01/09/2016,1638.12,1,Active,1,1,06/08/2019,1069,1932.62,1,1,1,,,,,,,,,,,,,,,,0,,
35519,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1976,41,1,1,1,1,0,1,0,1,1,4105.37,2017-03,01/03/2017,3097.91,1,Active,1,1,24/09/2019,937,3097.91,1,1,1,,,,,,,,,,,,,,,,0,,
35581,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1984,32,1,1,0,0,0,0,0,0,1,2750.07,2016-03,01/03/2016,16265.14,1,Active,1,1,20/06/2019,1206,2233.05,1,1,1,,,,,,,,,,,,,,,,0,,
35644,northeast,NJ,Placement (3); Active,Dormant Judgment,01/01/1952,66,0,1,0,1,0,0,0,0,1,1183.92,2018-03,01/03/2018,1035.24,1,Active,1,1,13/08/2019,530,1127.94,1,1,1,,,,,,,,,,,,,,,,0,,
35714,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1979,37,1,1,1,1,0,1,0,1,1,1743,2016-04,01/04/2016,1405.11,1,Filed,0,0,31/07/2019,1216,1405.11,1,1,1,,,,,,,,,,,,,,,,0,,
35934,west,WA,Placement (3); Active,Dormant Judgment,01/01/1975,42,1,1,0,1,0,0,0,0,1,25435.64,2016-09,01/09/2016,15478.32,1,Active,1,1,17/12/2018,837,15828.32,1,1,1,,,,,,,,,,,,,,,,0,,
36053,west,WA,Placement (3); Active,Dormant Judgment,01/01/1969,49,1,1,1,1,0,0,1,1,1,9627.37,2018-06,01/06/2018,7394.77,1,Active,1,1,02/02/2021,977,7542.77,1,1,0,,,,,,,,,,,,,,,,0,,
36109,west,WA,Closed (9); SIF,Dormant Judgment,01/01/1959,51,1,1,1,1,0,0,0,1,1,4333.09,2010-06,01/06/2010,7540.75,1,Satisfied,0,1,14/12/2015,2022,7860.75,1,1,1,2,2,0,2,10035.96,5017.98,20/10/2017,30/11/2022,1868,933.5,163.5249007,2698,4565,676,2543,0,0,
36210,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1992,24,1,1,0,0,0,0,0,1,1,10958.44,2016-04,01/04/2016,17243.45,1,Active,1,1,02/10/2019,1279,8988.48,1,1,1,,,,,,,,,,,,,,,,0,,
36239,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1976,40,1,1,1,0,0,0,0,0,1,16010.88,2016-06,01/06/2016,13698.96,1,Active,1,1,13/09/2019,1199,13103.92,1,1,1,,,,,,,,,,,,,,,,0,,
36295,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1989,28,1,1,0,0,0,0,0,0,1,2941,2017-01,01/01/2017,2284.38,1,Active,1,1,30/09/2019,1002,2414.88,1,1,1,,,,,,,,,,,,,,,,0,,
36373,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1994,24,1,1,0,0,0,0,0,0,1,7305.21,2017-09,01/09/2017,5853.98,1,Active,1,1,04/09/2019,733,5982.48,1,1,1,,,,,,,,,,,,,,,,0,,
36761,southeast,FL,Closed (9); SIF,Dormant Judgment,01/01/1978,28,1,0,1,1,0,0,0,0,1,3754.36,2006-04,01/04/2006,,0,Active,1,1,16/06/2008,807,3026.57,1,1,1,1,1,0,1,4000,4000,30/03/2022,30/03/2022,1,0,,5842,5842,5035,5035,0,1,
36997,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1931,85,0,1,0,0,0,0,0,0,1,4200.07,2016-06,01/06/2016,3331.43,1,Active,1,1,15/11/2019,1262,3466.4,1,1,1,,,,,,,,,,,,,,,,0,,
37004,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1974,44,1,1,0,1,0,0,0,0,1,2453.51,2017-07,01/07/2017,1823.41,1,Active,1,1,28/10/2019,849,2064.39,1,1,1,,,,,,,,,,,,,,,,0,,
37015,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1974,43,1,1,0,1,0,0,0,1,1,3650.05,2016-09,01/09/2016,5351,1,Active,1,1,09/12/2019,1194,2651,1,1,1,,,,,,,,,,,,,,,,0,,
37085,southwest,OK,Closed (9); PIF,Dormant Judgment,01/01/1969,50,1,1,1,1,0,1,0,1,1,4.99,2018-11,01/11/2018,843.14,1,Active,1,1,14/11/2019,378,1216.59,1,1,1,9,8,1,7,1483.86,211.98,02/11/2022,26/01/2023,86,12.1429,,1462,1547,1084,1169,1,1,1
37241,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1979,38,1,1,0,0,0,0,0,0,1,4517.04,2016-09,01/09/2016,3352.03,1,Active,1,1,12/09/2019,1106,3704.54,1,1,1,,,,,,,,,,,,,,,,0,,
37287,northeast,PA,Placement (3); Active,Dormant Judgment,01/01/1979,38,1,1,0,0,0,0,0,0,1,2457.22,2016-11,01/11/2016,2156.79,1,Active,1,1,29/10/2019,1092,2309.22,1,1,1,2,2,0,2,359.46,179.73,06/12/2019,26/12/2019,21,10,,1130,1150,38,58,1,0,
37317,northeast,NY,Closed (9); PIF,Dormant Judgment,01/01/1990,27,1,1,1,1,0,1,0,1,1,0.01,2016-12,01/12/2016,540.77,1,Active,1,1,12/11/2019,1076,1065.77,1,1,1,3,3,0,3,1449.79,483.2633333,25/01/2023,20/03/2023,55,18,,2246,2300,1170,1224,0,1,
37497,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1964,54,1,1,1,0,0,0,0,0,1,4220.6,2017-11,01/11/2017,3334.67,1,Active,1,1,07/11/2019,736,3483.17,1,1,1,,,,,,,,,,,,,,,,0,,
37764,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1980,36,1,0,1,1,0,1,0,1,1,1254.41,2016-04,01/04/2016,1040.21,1,Active,1,1,16/12/2019,1354,1040.21,1,1,1,,,,,,,,,,,,,,,,0,,
37811,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1955,62,1,1,0,0,0,0,0,0,1,1075.84,2017-03,01/03/2017,1062.65,1,Active,1,1,18/12/2019,1022,892.48,1,1,1,,,,,,,,,,,,,,,,0,,
37856,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1993,24,1,1,1,0,0,0,0,0,1,7120.87,2017-06,01/06/2017,13324.94,1,Active,1,1,02/01/2020,945,5910.47,1,1,1,,,,,,,,,,,,,,,,0,,
37864,southwest,OK,Closed (9); PIF,Dormant Judgment,01/01/1979,40,1,1,1,1,0,1,0,1,1,0,2018-07,01/07/2018,2187.31,1,Active,1,1,19/12/2019,536,2479.45,1,1,1,13,12,1,11,2905.72,264.1563636,04/05/2022,03/11/2022,184,16.6364,,1403,1586,867,1050,1,1,1
37876,southwest,OK,Placement (3); Active,Dormant Judgment,01/01/1981,32,1,0,1,1,0,0,0,1,1,7041.39,2013-04,01/04/2013,6725.69,1,Active,1,1,14/03/2016,1078,7041.39,1,1,1,1,1,0,1,225.3,225.3,06/04/2013,06/04/2013,1,0,,5,5,-1073,-1073,1,0,
38083,northeast,PA,Placement (3); Active,Dormant Judgment,01/01/1958,51,1,1,0,0,0,0,0,0,1,10969.27,2008-07,01/07/2008,10565.79,1,Active,1,1,13/06/2011,1077,11094.27,1,1,1,,,,,,,,,,,,,,,,0,,
38221,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1972,37,1,1,0,1,0,0,0,0,1,14585.32,2009-04,01/04/2009,14217.32,1,Dormant,0,1,20/06/2011,810,14369.95,1,1,1,,,,,,,,,,,,,,,,0,,
38400,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1968,45,1,1,1,1,0,0,0,1,1,2728.52,2013-05,01/05/2013,4575.16,1,Active,1,1,05/01/2018,1710,4965.16,1,1,1,24,24,0,24,3245.14,135.2141667,25/05/2013,20/03/2020,2492,103.7917,39.63576492,24,2515,-1686,805,1,0,
38532,northeast,NJ,Placement (3); Active,Dormant Judgment,01/01/1970,44,1,0,1,1,0,0,0,1,1,4870.31,2014-03,01/03/2014,4698.31,1,Active,1,1,15/04/2016,776,5348.54,1,1,1,,,,,,,,,,,,,,,,0,,
38583,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1948,65,1,1,1,1,0,0,0,1,1,2681.25,2013-02,01/02/2013,2444.25,1,Active,1,1,25/06/2017,1605,2681.25,1,1,1,,,,,,,,,,,,,,,,0,,
38585,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1940,73,0,1,1,1,0,0,0,1,1,4656.05,2013-02,01/02/2013,5266.16,1,Active,1,1,08/10/2016,1345,5678.05,1,1,1,1,1,0,1,983.11,983.11,16/02/2013,16/02/2013,1,0,,15,15,-1330,-1330,1,0,
38636,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1966,48,1,0,1,0,0,0,0,1,1,7412.61,2013-08,01/08/2013,7083.76,1,Active,1,1,14/03/2017,1321,7412.61,1,1,1,1,1,0,1,23.26,23.26,17/08/2013,17/08/2013,1,0,,16,16,-1305,-1305,1,0,
38640,west,CA,Placement (3); Active,Dormant Judgment,01/01/1947,68,0,1,1,1,0,0,0,1,0,14571.08,2015-02,01/02/2015,14571.08,1,Active,1,1,27/04/2015,85,15978.21,1,1,1,1,1,0,1,1502.99,1502.99,05/02/2015,05/02/2015,1,0,,4,4,-81,-81,1,0,
38759,southeast,FL,Placement (3); Active,Dormant Judgment,01/01/1971,38,1,1,1,1,1,0,0,1,1,14520.52,2009-03,01/03/2009,22551.72,1,Active,1,1,10/08/2009,162,22963.9,1,1,1,3,3,0,3,24762.4,8254.133333,19/03/2009,26/10/2009,222,73.6667,,18,239,-144,77,1,0,
38914,southeast,AL,Placement (3); Active,Dormant Judgment,01/01/1969,46,1,0,1,1,0,0,0,1,1,11748.18,2015-02,01/02/2015,11748.13,1,Active,1,1,26/01/2018,1090,11748.18,1,1,1,,,,,,,,,,,,,,,,0,,
39053,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1955,61,1,1,0,0,0,0,0,1,1,14965.71,2016-04,01/04/2016,14551.9,1,Active,1,1,14/03/2018,712,14551.9,1,1,1,1,1,0,1,1473.6,1473.6,06/04/2016,06/04/2016,1,0,,5,5,-707,-707,1,0,
39076,midwest,OH,Closed (9); PIF,Dormant Judgment,01/01/1966,49,1,1,1,1,0,1,0,1,0,0,2015-06,01/06/2015,6557.96,1,Dormant,0,1,24/04/2017,693,6557.96,1,1,1,23,21,2,19,6657.96,350.4189474,14/07/2022,27/01/2023,198,10.3684,,2600,2797,1907,2104,0,1,
39127,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1980,36,1,1,0,1,0,0,0,0,1,10678.49,2015-10,01/10/2015,10434.18,1,Active,1,1,03/05/2018,945,10678.49,1,1,1,1,1,0,1,990.36,990.36,03/10/2015,03/10/2015,1,0,,2,2,-943,-943,1,0,
39151,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1985,31,1,1,1,1,0,1,0,1,1,4459.9,2016-01,01/01/2016,4116.4,1,Active,1,1,12/05/2018,862,4654.9,1,1,1,1,1,0,1,622.63,622.63,13/01/2016,13/01/2016,1,0,,12,12,-850,-850,1,0,
39268,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1980,36,1,1,0,0,0,0,0,1,1,7504.4,2015-11,01/11/2015,7379.9,1,Active,1,1,12/02/2018,834,7379.9,1,1,1,1,1,0,1,1076.79,1076.79,20/11/2015,20/11/2015,1,0,,19,19,-815,-815,1,0,
39302,west,CA,Placement (3); Active,Dormant Judgment,01/01/1972,44,1,1,0,1,0,0,0,0,1,16336.7,2016-03,01/03/2016,15809.84,1,Active,1,1,25/09/2019,1303,16256.27,1,1,1,1,1,0,1,1.5,1.5,12/03/2016,12/03/2016,1,0,,11,11,-1292,-1292,1,0,
39336,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1963,53,1,1,0,0,0,0,0,0,0,9178.78,2015-11,01/11/2015,9048.95,1,Active,1,1,15/03/2018,865,9048.95,1,1,1,1,1,0,1,961.02,961.02,17/11/2015,17/11/2015,1,0,,16,16,-849,-849,1,0,
39363,west,WA,Placement (3); Active,Dormant Judgment,01/01/1970,46,1,1,1,1,0,1,0,1,1,9781.35,2015-11,01/11/2015,9431.35,1,Active,1,1,26/10/2018,1090,9781.35,1,1,1,1,1,0,1,1009.5,1009.5,05/11/2015,05/11/2015,1,0,,4,4,-1086,-1086,1,0,
39387,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1981,35,1,1,1,1,1,0,0,1,1,6445.01,2015-07,01/07/2015,6499.94,1,Active,1,1,03/11/2017,856,6800.94,1,1,1,1,1,0,1,841.06,841.06,28/07/2015,28/07/2015,1,0,,27,27,-829,-829,1,0,
39428,southeast,GA,Placement (3); Active,Dormant Judgment,01/01/1976,40,1,1,1,1,0,0,0,1,1,5956.47,2016-02,01/02/2016,8391.93,1,Active,1,1,22/02/2018,752,8496.93,1,1,1,7,7,0,7,2540.46,362.9228571,30/09/2022,06/01/2023,99,14,,2433,2531,1681,1779,0,0,
39598,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1976,39,1,1,1,0,0,0,0,1,0,8538.68,2015-03,01/03/2015,8538.68,1,Active,1,1,18/08/2015,170,8538.68,1,1,1,1,1,0,1,459.92,459.92,17/03/2015,17/03/2015,1,0,,16,16,-154,-154,1,0,
39701,southwest,OK,Placement (3); Active,Dormant Judgment,01/01/1975,41,1,1,1,1,0,0,0,1,0,14434.64,2016-02,01/02/2016,13467.8,1,Dormant,0,1,01/02/2018,731,13769.94,1,1,1,1,1,0,1,2092.44,2092.44,24/02/2016,24/02/2016,1,0,,23,23,-708,-708,1,0,
39798,midwest,IL,Placement (3); Active,Dormant Judgment,01/01/1953,63,1,1,0,1,0,0,0,0,0,10782.12,2015-07,01/07/2015,10344.92,1,Active,1,1,05/02/2019,1315,10692.12,1,1,1,1,1,0,1,991.92,991.92,03/07/2015,03/07/2015,1,0,,2,2,-1313,-1313,1,0,
39806,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1942,74,0,1,0,1,0,0,0,0,0,12117.86,2015-11,01/11/2015,12184.49,1,Dormant,0,1,04/10/2017,703,12075.36,1,1,1,1,1,0,1,1849.84,1849.84,24/11/2015,24/11/2015,1,0,,23,23,-680,-680,1,0,
39914,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1992,24,1,1,0,0,0,0,0,1,1,5979.12,2016-05,01/05/2016,5852.62,1,Active,1,1,10/07/2018,800,5852.62,1,1,1,1,1,0,1,626.27,626.27,21/05/2016,21/05/2016,1,0,,20,20,-780,-780,1,0,
40065,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1972,45,1,1,0,0,0,0,0,0,1,12244.09,2016-09,01/09/2016,11767.89,1,Active,1,1,13/03/2019,923,11767.89,1,1,1,,,,,,,,,,,,,,,,0,,
40134,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1942,74,0,1,0,0,0,0,0,1,1,7819.43,2016-05,01/05/2016,7602.03,1,Active,1,1,20/10/2017,537,7602.03,1,1,1,,,,,,,,,,,,,,,,0,,
40585,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1979,37,1,1,0,0,0,0,0,1,1,23987.96,2016-06,01/06/2016,23526.64,1,Active,1,1,04/03/2019,1006,23526.64,1,1,1,,,,,,,,,,,,,,,,0,,
40665,northeast,PA,Placement (3); Active,Dormant Judgment,01/01/1960,47,1,1,0,0,0,0,0,0,0,16532.09,2007-05,01/05/2007,17639.09,1,Active,1,1,22/08/2008,479,16532.09,1,1,1,1,1,0,1,6768.76,6768.76,10/05/2007,10/05/2007,1,0,,9,9,-470,-470,1,0,
40680,northeast,PA,Placement (3); Active,Dormant Judgment,01/01/1946,62,1,1,0,0,0,0,0,0,0,19798.75,2008-03,01/03/2008,18146.25,1,Active,1,1,18/05/2009,443,19798.75,1,1,1,1,1,0,1,5050.98,5050.98,21/03/2008,21/03/2008,1,0,,20,20,-423,-423,1,0,
40779,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1957,59,1,1,1,0,0,0,0,0,0,20273.81,2016-05,01/05/2016,20273.81,1,Active,1,1,27/07/2016,87,20273.81,1,1,1,,,,,,,,,,,,,,,,0,,
40875,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1994,23,1,1,0,0,0,0,0,1,1,12215.91,2016-08,01/08/2016,11870.01,1,Active,1,1,08/08/2018,737,11870.01,1,1,1,1,1,0,1,1556.28,1556.28,06/08/2016,06/08/2016,1,0,,5,5,-732,-732,1,0,
40880,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1949,68,0,1,0,0,0,0,0,0,1,11388.89,2016-08,01/08/2016,15506.9,1,Active,1,1,10/12/2018,861,10980.22,1,1,1,1,1,0,1,5291.93,5291.93,01/09/2016,01/09/2016,1,0,,31,31,-830,-830,1,0,
40950,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1976,41,1,1,0,0,0,0,0,1,1,16139.98,2016-11,01/11/2016,15669.94,1,Active,1,1,12/04/2019,892,15669.94,1,1,1,1,1,0,1,1857.22,1857.22,02/11/2016,02/11/2016,1,0,,1,1,-891,-891,1,0,
40978,midwest,OH,Placement (3); Active,Dormant Judgment,01/01/1993,24,1,1,1,1,1,0,0,1,1,5404.03,2017-05,01/05/2017,5967.3,1,Dormant,0,1,16/11/2018,564,6090.3,1,1,1,8,8,0,8,1414.13,176.76625,19/05/2017,14/05/2020,1092,136.375,39.41563627,18,1109,-546,545,1,0,
41056,southwest,AZ,Placement (3); Active,Dormant Judgment,01/01/1986,31,1,1,1,1,0,1,0,1,1,19736.39,2017-06,01/06/2017,18831.7,1,Active,1,1,05/03/2019,642,19319.99,1,1,1,1,1,0,1,1243.52,1243.52,14/06/2017,14/06/2017,1,0,,13,13,-629,-629,1,0,
41218,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1959,58,1,1,0,0,0,0,0,0,0,16321.74,2017-02,01/02/2017,15939.35,1,Active,1,1,27/06/2018,511,15939.35,1,1,1,,,,,,,,,,,,,,,,0,,
41335,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1973,44,1,1,0,0,0,0,0,1,1,8437.11,2017-01,01/01/2017,8308.61,1,Active,1,1,13/03/2018,436,8308.61,1,1,1,,,,,,,,,,,,,,,,0,,
41377,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1990,27,1,1,0,0,0,0,0,1,1,9598.29,2017-05,01/05/2017,9469.79,1,Active,1,1,31/12/2018,609,9469.79,1,1,1,,,,,,,,,,,,,,,,0,,
41395,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1960,57,1,1,0,0,0,0,0,1,1,12088,2017-03,01/03/2017,11683.87,1,Active,1,1,17/08/2018,534,11683.87,1,1,1,1,1,0,1,774.19,774.19,14/03/2017,14/03/2017,1,0,,13,13,-521,-521,1,0,
41592,northeast,NY,Placement (3); Active,Dormant Judgment,01/01/1960,57,1,1,1,1,0,1,0,1,1,4552.53,2016-10,01/10/2016,5351.53,1,Active,1,1,05/10/2018,734,5612.53,1,1,1,2,2,0,2,1000,500,12/12/2019,12/12/2019,1,0,,1167,1167,433,433,1,0,
41664,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1982,35,1,1,0,0,0,0,0,0,0,11487.11,2017-02,01/02/2017,10974.89,1,Active,1,1,19/03/2019,776,10974.89,1,1,1,,,,,,,,,,,,,,,,0,,
41713,southwest,TX,Placement (3); Active,Dormant Judgment,01/01/1948,69,0,1,0,0,0,0,0,0,1,9272.31,2017-01,01/01/2017,17547,1,Active,1,1,07/03/2019,795,9061.31,1,1,1,1,1,0,1,9291.99,9291.99,01/02/2017,01/02/2017,1,0,,31,31,-764,-764,1,0,
